5.443941 6.016079 0.899664 0.115665 0.034045 0
1.691868 2.679353 -0.753026 -0.854198 -0.680907 0
1.082586 2.624781 -0.894859 -0.983386 1.089450 1
8.225164 11.829463 2.070618 1.507432 2.212946 0
5.394827 5.394827 1.221842 0.193269 -0.680907 0
1.437613 11.090123 -0.923096 0.950437 -0.340453 1
5.582868 10.373625 1.189005 1.055617 1.055405 1
1.548494 1.548494 -0.678140 -1.154874 -0.680907 0
1.584113 3.305624 -0.646082 -0.549036 -0.680907 0
8.505610 16.079857 1.787726 2.182317 0.953269 1
7.338920 9.349572 1.204780 0.913946 -0.680907 0
0.553992 3.417028 -1.081344 -0.585535 1.191586 0
7.033791 6.611029 0.886425 0.155767 -0.680907 0
3.844666 14.076844 -0.158067 1.171755 2.689581 1
6.868243 9.248049 0.920564 0.579391 -0.680907 0
3.138889 6.777188 -0.088601 0.495177 -0.680907 0
4.112050 10.375218 -0.011120 1.051108 -0.680907 1
2.782955 4.235873 -0.380653 -0.585511 0.783043 0
2.733409 2.974653 -0.305290 -0.860736 -0.680907 0
3.647259 6.429274 0.244363 0.091808 -0.680907 0
0.447711 1.922882 -1.122296 -0.997213 -0.136181 0
0.567389 1.073707 -1.052966 -1.272038 -0.680907 0
0.570010 1.636324 -1.028477 -1.024358 -0.680907 0
0.000000 0.000000 -1.300970 -1.596806 -0.680907 1
     
0.283225 1.031427 -1.202142 -1.353010 -0.633717 0
3.055922 10.271870 -0.046830 1.936706 0.526472 0
5.111946 5.697198 0.187317 -0.024402 -0.633717 0
6.952601 15.481178 0.206179 0.987168 -0.633717 1
10.220280 16.536320 1.316560 1.684083 2.744481 0
0.427975 3.177906 -1.171501 -0.910481 -0.633717 0
10.542188 10.542188 2.858964 1.520009 0.048747 1
5.953904 7.889963 0.718403 0.730643 -0.633717 0
0.582649 5.800790 -1.161365 -0.411823 -0.633717 0
5.227332 8.276339 0.686887 0.371828 0.048747 1
2.915823 3.256530 -0.163428 -0.352988 -0.633717 0
9.611161 14.424891 1.376500 1.513929 2.266756 1
5.458451 7.065671 0.069589 -0.057073 -0.633717 0
3.035518 3.035518 -0.340397 -1.016650 0.594719 0
5.894752 6.849072 0.227364 -0.318833 -0.633717 0
0.856438 7.107111 -1.137778 -0.525223 -0.633717 1
7.285324 7.947736 0.457587 -0.197882 -0.633717 0
2.667024 3.400170 -0.561192 -1.060488 1.481922 0
1.043803 1.478143 -1.073223 -1.350376 -0.633717 0
2.145131 3.827210 -0.714006 -0.836725 -0.633717 0
1.941243 4.647554 -0.533489 -0.328416 0.526472 1
     
5.860692 13.122100 0.667819 1.998342 0.008779 1
0.650915 1.826126 -0.979059 -0.681060 -0.647881 0
6.245691 8.464133 0.229330 0.778326 1.381795 1
0.048883 1.515069 -1.161403 -1.150293 -0.468792 0
1.135451 0.857610 -0.811724 -1.188961 -0.647881 0
15.436884 14.059519 2.995042 1.799157 2.307089 1
2.259042 2.259042 -0.408057 -0.874556 -0.647881 0
1.779622 1.608378 -0.640490 -1.030752 -0.468792 0
9.213028 10.819288 1.084364 0.883385 -0.647881 1
5.320250 11.645669 -0.198963 0.648505 0.008779 1
5.929287 11.508232 0.483186 0.790694 -0.647881 0
2.356290 7.399310 -0.529974 0.063845 2.187696 0
5.663809 8.094212 0.319444 -0.017673 -0.647881 1
1.562904 6.065284 -0.668936 -0.288213 0.874376 1
4.136645 5.168769 0.325373 -0.068186 -0.647881 0
4.598505 4.022054 0.469750 -0.184889 -0.647881 1
0.000000 0.000000 -1.175702 -1.477672 -0.647881 0
     
5.484641 8.554708 0.842152 1.411832 -0.723745 0
2.012659 2.012659 -0.353890 -0.729167 1.726498 0
0.997497 0.850139 -0.703286 -1.042723 -0.723745 0
13.938847 15.700441 3.247623 2.797601 0.316769 1
0.343707 0.343707 -0.787555 -1.118348 -0.723745 0
1.256589 2.972900 -0.460337 -0.158492 -0.723745 0
1.443403 3.657713 -0.470249 0.106545 0.618854 0
1.388033 4.365091 -0.531197 0.115641 -0.723745 0
4.932990 7.504494 0.443780 0.550861 -0.723745 1
6.432114 7.721055 0.784051 0.778775 2.599187 0
2.108090 3.441208 -0.285104 -0.396057 -0.723745 0
1.470551 1.814250 -0.549253 -0.725785 -0.723745 0
